IRIS,LIBIRIS,COM,LIBCOM,DEC_PIMP18,DEC_TP6018,DEC_Q118,DEC_MED18,DEC_Q318,DEC_EQ18,DEC_D118,DEC_D218,DEC_D318,DEC_D418,DEC_D618,DEC_D718,DEC_D818,DEC_D918,DEC_RD18,DEC_S80S2018,DEC_GI18,DEC_PACT18,DEC_PTSA18,DEC_PCHO18,DEC_PBEN18,DEC_PPEN18,DEC_PAUT18,DEC_NOTE18
31900105,Decize Bourgogne,3190,Moulins,50.9,18.6,14640,21340,29010,0.67,7850,13170,16470,18870,23970,27300,31000,38200,4.9,6.4,0.323,65,58.3,2.1,4.6,31.4,3.6,0
31900106,Lyon Gare,3190,Moulins,51.9,21.1,14740,22170,30510,0.71,6080,12670,16530,19450,24820,27860,33240,43400,7.1,8.8,0.362,62.7,52.3,2.4,8,32.3,5,0
31900107,Quartier Sud Zone 1,3190,Moulins,,,6870,14580,22030,1.04,1000,4820,8800,11270,17050,20400,23850,29850,29.7,20,0.404,55.2,48.8,3.6,2.8,42.5,2.3,0
31900108,Quartier Sud Zone 2,3190,Moulins,24.6,56,2960,11100,18930,1.44,0,1430,4710,7730,14310,17490,20570,25460,,96.7,0.469,52.8,47.5,4.7,0.6,45.6,1.6,0
31900109,La Madeleine,3190,Moulins,45.5,22.9,13740,19730,26010,0.62,7380,12070,15590,17400,22320,25030,28340,34690,4.7,5.8,0.303,54.3,48,2.4,3.9,41.7,4,0
33100101,Hôtel de Ville,3310,Vichy,39.5,38,7960,17490,26980,1.09,1070,5880,10120,14170,20480,24640,30040,39840,37.4,26.7,0.458,44.6,38.2,3.6,2.8,48.3,7.1,0
33100102,Marche,3310,Vichy,36.4,38.7,8220,16170,24290,0.99,930,6090,10010,13250,18790,22230,26740,34550,37.1,21.3,0.421,48.9,40.9,3.1,4.9,46.9,4.2,0
33100103,Deniere Les Romains,3310,Vichy,35.8,38.7,8570,15700,22910,0.91,1420,7140,10540,13250,18460,21190,24570,29640,20.8,14.5,0.38,58.9,51.6,4.9,2.4,37.5,3.6,0
33100104,Les Garets-Bellevue,3310,Vichy,,,12370,19470,26520,0.73,6000,10990,13820,16920,21970,24900,28550,35850,6,8,0.352,59.1,51.8,2.8,4.5,38,2.9,0
33100105,France et Rosieres,3310,Vichy,42.1,31.5,10960,18280,26860,0.87,3570,8990,12500,15740,21190,25020,29760,39750,11.1,14.2,0.415,60,48.5,3.9,7.6,35.6,4.4,0
33100106,Thermal-Vieux-Vican,3310,Vichy,51.9,22.5,14020,23780,35300,0.89,3580,11700,15940,20010,27500,32690,40560,53610,15,15.4,0.43,35.4,27.3,1.9,6.2,55.4,9.2,0
33100107,Les Bains-République,3310,Vichy,54.2,20.5,14960,23210,35890,0.9,6590,12790,16520,19960,27160,32270,39250,51050,7.7,10,0.392,41.3,32.7,1.9,6.7,51.3,7.4,0
33100108,Jeanne d'Arc-Stade,3310,Vichy,49.6,20.3,14770,21390,29330,0.68,7490,12900,16010,18680,23860,27480,32650,40980,5.5,7.6,0.356,48.6,42.7,2,3.9,42.5,8.9,0
33100109,Les Ailes,3310,Vichy,,,3820,10430,17200,1.28,0,2120,4910,7870,12950,15900,18790,23000,,52.9,0.444,46.8,41.2,5.1,0.5,51.7,1.5,0
33100110,Beauséjour-Les Graves-Les Bartins,3310,Vichy,40.3,25.4,12740,18430,24200,0.62,7100,10960,14280,16440,20600,22890,26510,32550,4.6,6,0.308,50.2,44.7,3.2,2.3,46.5,3.3,0
33210101,Centre Ville,3321,Yzeure,54.3,16.5,15830,22440,30120,0.64,8880,14220,17180,19970,24930,28140,32600,40560,4.6,5.7,0.311,57.2,51,1.8,4.4,39.3,3.5,0
33210102,Bellevue-Les Ozières,3321,Yzeure,58.3,15.8,16310,22230,29280,0.58,10620,14600,17570,19950,24510,27580,31430,38420,3.6,4.5,0.277,58.3,53.6,1.8,2.9,39.1,2.6,0
33210103,Bataillots,3321,Yzeure,44.4,27.6,11940,19280,26750,0.77,3820,10260,13590,16840,21780,24910,28770,34210,9,9.8,0.346,63.9,56.4,3,4.5,33.1,3,0
33210104,Saint-Bonnet,3321,Yzeure,60.4,,17900,23350,30600,0.54,12100,16470,19130,21480,26210,29220,32170,39160,3.2,4.2,0.268,55,50,1.8,3.2,41.7,3.3,0
33210105,Zone Verte,3321,Yzeure,,,18660,25050,32480,0.55,14430,17700,19760,21850,27470,30330,34670,40370,2.8,3.4,0.246,54,47.4,1.6,5,40.1,5.9,0
40700101,Les Arches,4070,Digne-les-Bains,49.7,24.2,13150,20400,27330,0.7,6620,11550,14680,17830,22740,25340,29380,36610,5.5,6.8,0.332,65.9,57.9,2.8,5.2,29.9,4.2,0
40700102,Les Dourbes,4070,Digne-les-Bains,37.8,38.7,9230,16300,24560,0.94,2240,7220,10450,13490,19320,22760,27340,36490,16.3,14.8,0.4,57.8,48.8,3.8,5.2,37.2,5,0
40700103,Périphérie Ouest,4070,Digne-les-Bains,57.9,20,15500,23290,31750,0.7,7340,12960,17390,20420,26040,29500,34510,44400,6,8.2,0.36,58.1,46.7,2,9.4,34.5,7.4,0
40700104,La Sèbe,4070,Digne-les-Bains,48.1,23,13560,19620,26910,0.68,7280,11870,14720,17050,21840,25300,28340,33820,4.6,5.8,0.299,53.9,49.1,2.5,2.3,41.9,4.2,0
40700105,Route de Marseille,4070,Digne-les-Bains,53.6,21.2,14460,21490,28600,0.66,8120,12530,15870,18570,23850,27080,30540,36120,4.5,5.5,0.295,56.3,50,2.8,3.5,39.1,4.6,0
40700106,Route de Nice,4070,Digne-les-Bains,,,17940,24720,32500,0.59,12560,16530,19210,22030,26760,30420,34800,44460,3.5,4.5,0.284,57.5,49.4,2.1,6,37.3,5.2,0
40700107,Centre Ville,4070,Digne-les-Bains,26.2,53.5,5250,12020,20040,1.23,400,3190,6750,8980,14780,18240,22120,28630,71.6,40,0.488,54,45.9,4.8,3.3,34,12,0
40700108,Ville Nord,4070,Digne-les-Bains,44.4,27.9,11980,19290,27880,0.82,4680,9880,13580,16390,22010,25370,30600,38460,8.2,10,0.378,51.8,43.1,2.9,5.8,42.6,5.6,0
41120101,Manosque Intra-Muros,4112,Manosque,23.9,54.9,5450,11920,19320,1.16,270,3560,6500,9160,14630,17530,20880,25490,93.9,30.4,0.443,64.6,54.7,7,2.9,30.4,5,0
41120102,La Burliere Luquece,4112,Manosque,40.1,36.9,9770,16290,24070,0.88,3470,8370,11270,13600,19640,22420,25700,34400,9.9,10.1,0.373,53.6,48,3.8,1.8,42.1,4.3,0
41120103,Temps Perdu-la Trinque,4112,Manosque,41.2,35.6,9760,16940,25830,0.95,4500,8230,11350,14340,19710,23440,28540,36280,8.1,10.6,0.393,51.3,42.9,3.8,4.6,40,8.7,0
41120104,Les Chauvinets,4112,Manosque,54.6,20.2,14360,22350,30800,0.74,9240,12840,16470,18960,25360,28560,33100,42240,4.6,6.4,0.344,56.2,48.4,2.2,5.6,36.4,7.4,0
41120105,Seminaire Colombier,4112,Manosque,53.7,18.2,15590,23540,32150,0.7,8730,13870,17430,20730,26380,30040,34980,46290,5.3,31.6,0.735,23.6,20.3,1,2.3,13,63.4,0
41120106,Montee des Richesses Saint-Lazare,4112,Manosque,50.5,20.2,14820,22050,30350,0.7,7700,12880,16500,19290,24860,28170,33220,43180,5.6,7,0.335,57.3,51,2.7,3.6,29.3,13.4,0
41120107,Les Ponches-les Naves,4112,Manosque,,,5640,11520,20880,1.32,2170,4800,6990,8780,14500,18620,22910,30770,14.2,16.8,0.451,56.3,49.3,5.1,1.9,36,7.7,0
41120108,Saint-Pancrace-les Serrets,4112,Manosque,55.4,14.9,16860,24500,34700,0.73,10350,14890,18380,21450,28130,32040,38230,45290,4.4,5.6,0.315,56.9,50,2,4.9,30.7,12.4,0
41120109,Périphérie,4112,Manosque,55.4,17.4,15490,23930,35390,0.83,9200,13940,17350,20640,27900,32330,38510,47900,5.2,6.6,0.346,62.4,53.9,2.4,6.1,26.2,11.4,0
50230102,Grande Boucle,5023,Briançon,,,12650,18860,26930,0.76,7340,11120,14050,16540,21060,24590,29170,37360,5.1,7.7,0.362,59.8,50.2,4.4,5.2,35.2,5,0
50230103,République-Sainte Catherine,5023,Briançon,48.8,17.4,15340,20930,27750,0.59,10050,13910,16380,18700,23120,25940,30390,38310,3.8,5,0.302,63.4,54,4,5.4,29.9,6.7,0
50230104,Briançon Nord,5023,Briançon,53.5,17.6,15020,21430,29040,0.65,9570,13600,16550,19200,24080,26750,30890,40030,4.2,5.6,0.325,63,52.1,3.7,7.2,30.3,6.7,0
50230105,Briançon Sud,5023,Briançon,49.6,20.6,14450,20500,28340,0.68,9440,12790,15430,18050,22920,25930,30550,37130,3.9,5.4,0.319,67.9,58.5,3.8,5.6,25.3,6.8,0
50610101,Gap Centre,5061,Gap,34.1,38.9,8580,16160,22930,0.89,2960,7090,10390,13290,18330,21420,24830,31490,10.6,13.2,0.396,71.8,60.5,5.7,5.6,24.3,3.9,0
50610102,Couronne,5061,Gap,48.7,23.3,13560,20420,28770,0.75,7610,11570,15070,17650,23260,26810,30880,39640,5.2,6.8,0.336,53,45.4,2.7,4.9,41.1,5.9,0
50610103,Puymaure Chabanas,5061,Gap,56.7,17.5,15740,22440,31430,0.7,10010,13980,17360,19620,25520,29200,34240,44230,4.4,6.2,0.335,62.1,53.1,2.3,6.7,31.8,6.1,0
50610104,Périphérie Nord,5061,Gap,63.4,11.6,18030,24940,33730,0.63,12360,16490,19130,22040,27710,31670,36700,47930,3.9,5.7,0.349,63.6,50.1,2,11.5,25.2,11.2,0
50610105,La Gare,5061,Gap,47.3,22.6,13770,20290,28330,0.72,7610,11700,14910,17820,22840,25990,30650,37860,5,6.5,0.33,53.6,46.9,2.5,4.2,40,6.4,0
50610106,Rochasson Bonneval,5061,Gap,37.7,40.9,8020,16130,24690,1.03,3550,6580,9910,12660,18970,22650,27160,35670,10,12.9,0.408,58.2,49,3.5,5.7,36.9,4.9,0
50610107,Villarobert Saint-Michel,5061,Gap,45.2,28.4,11580,18500,26020,0.78,6220,9740,13350,16280,21290,24390,27940,35190,5.7,8,0.357,59.1,52.9,3.1,3.1,33.7,7.2,0
50610108,Les Fauvins Treschatel,5061,Gap,46.2,26.5,12550,20830,29800,0.83,5280,10420,14590,17830,23580,27200,32490,40160,7.6,9.6,0.374,60.8,51.2,2.4,7.2,31.9,7.3,0
50610109,Saint-Marguerite Saint-Jean,5061,Gap,58.7,12.5,17850,24700,34450,0.67,11750,16050,19550,22540,28210,31930,38060,48180,4.1,5.7,0.324,61.2,49.3,1.7,10.2,29.8,9,0
50610110,Molines,5061,Gap,40.5,31.9,10950,18390,24770,0.75,4760,9370,12510,15230,20610,23200,26690,33490,7,9.3,0.368,47.8,40.7,3.6,3.5,46.6,5.6,0
50610111,Beauregard,5061,Gap,45.5,28.1,12110,19470,25390,0.68,5720,9790,13690,16600,21530,23530,27590,33380,5.8,7.4,0.329,55.1,48.4,3,3.7,42,2.9,0
50610112,Villeneuve,5061,Gap,53,16.9,15330,21590,29480,0.66,9890,14080,16710,19360,24230,27390,31420,38330,3.9,5,0.296,53.2,47,2.6,3.6,42.7,4.1,0
50610113,Serrebourges Fontreyne,5061,Gap,47.5,19.8,14730,20520,26850,0.59,8910,13030,16290,18500,22700,25090,28550,34910,3.9,5.1,0.285,55.5,48.8,2.6,4.1,40.7,3.8,0
50610114,Belleaureille Saint-Roch,5061,Gap,54.5,14.1,16900,22110,29690,0.58,11720,15110,18130,20080,24460,27550,31870,38090,3.2,4.5,0.287,62.8,56.7,2.1,4,31.6,5.6,0
50610115,Les Cedres Tournefave,5061,Gap,41.8,35.2,9090,17490,26030,0.97,3360,7580,10680,14580,20750,24040,28400,34810,10.4,12.7,0.389,52.3,45.9,3.8,2.6,42.2,5.5,0
50610116,Les Eyssagnières,5061,Gap,54.9,19,14990,21620,28160,0.61,9370,13480,16380,19090,24440,26680,30150,37550,4,5.2,0.299,67,60.3,2.8,3.9,27.9,5.1,0
50610201,Romette Commune Associée,5061,Gap,57.2,,17040,22740,29660,0.55,12690,16280,18360,20910,24990,27480,31890,40000,3.2,4,0.272,62.4,54.4,2.4,5.6,30.9,6.7,0
60040101,Les Trois Moulins,6004,Antibes,53.3,24.6,13320,21070,32870,0.93,4610,10150,15120,19130,24950,29330,35370,45040,9.8,11.4,0.387,74,66.2,2.8,5,17.2,8.8,0
60040102,Les Semboules,6004,Antibes,63.4,13,17940,25010,33830,0.64,11890,16430,19680,22460,28040,31200,36090,43400,3.7,5.1,0.307,69.3,63,2.4,3.9,23.5,7.2,0
60040104,Les Cougoulins-Rastines,6004,Antibes,69.3,9.6,20090,29040,41160,0.73,13230,18380,21350,25050,33010,37920,44600,57360,4.3,5.8,0.335,65.2,52.8,3,9.4,24.6,10.2,0
60040105,La Constance-Le Puy,6004,Antibes,67.4,11.9,18900,28120,42340,0.83,11580,17360,20660,24370,32680,38720,46650,62270,5.4,6.8,0.359,60.2,52,2.3,5.9,29.7,10.1,0
60040106,Les Groules-Les Breguieres,6004,Antibes,62.3,16.8,16760,25270,36110,0.77,9530,14370,18670,21810,29230,33880,39620,48290,5.1,6.6,0.335,68.1,59.5,2.8,5.8,25.6,6.3,0
60040107,Azurville-Val Claret,6004,Antibes,55.6,21.4,14060,21530,30350,0.76,7510,12200,16080,19000,24710,28010,32970,40170,5.3,6.8,0.333,71.8,64.7,3.2,3.9,23.5,4.7,0
60040108,La Fontonne,6004,Antibes,57.8,21.2,14300,22220,31970,0.8,8300,12390,16680,19400,25080,29340,34830,42670,5.1,6.8,0.337,71.7,64.6,2.9,4.2,24.7,3.6,0
60040109,Les Combes,6004,Antibes,61.7,18,15600,23130,31940,0.71,9400,13740,17350,20340,26100,29790,34480,43370,4.6,5.9,0.32,75.1,68.5,3.2,3.4,20.8,4.1,0
60040110,Rabiac-La Paganne,6004,Antibes,65.3,11.9,18500,25930,36520,0.69,12040,16180,19990,22770,29350,33720,39820,49440,4.1,5.2,0.315,63.8,56.1,3,4.7,27,9.2,0
60040111,La Colle,6004,Antibes,56.1,21.2,14490,23300,32940,0.79,8110,12690,16230,19960,26140,30420,36130,45880,5.7,7.9,0.372,51.8,45.2,2.8,3.8,38,10.2,0
60040112,Les Prugnons,6004,Antibes,62.7,13.4,17490,25070,35160,0.7,11300,15630,19100,21900,27860,32530,37380,47010,4.2,5.4,0.308,65.8,59.9,2.5,3.4,28.5,5.7,0
60040114,Lagare,6004,Antibes,53.9,21.1,14130,21570,30530,0.76,7250,12440,15650,18930,24410,28510,34580,46090,6.4,7.9,0.365,57.7,50,3.3,4.4,34.9,7.4,0
60040115,Vieille Ville,6004,Antibes,44.9,33.2,10500,18590,30750,1.09,4790,8900,12080,15100,22650,27320,34560,45710,9.5,12.8,0.42,61.6,52.1,3.9,5.6,27.5,10.9,0
60040116,Les Bastides,6004,Antibes,60.6,15.8,16500,23440,31640,0.65,10330,14810,18160,20770,26350,29900,34060,41680,4,5,0.288,75.9,68.9,3.1,3.9,21.1,3,0
60040117,Fontmerle,6004,Antibes,66.7,13.7,18160,26740,37060,0.71,10420,16040,19700,23530,30100,34310,40250,51450,4.9,6.1,0.331,64.3,55.7,2.8,5.8,27.5,8.2,0
60040118,Laval,6004,Antibes,56.3,18.6,15310,23110,33580,0.79,8930,13500,16860,19950,26530,30700,37240,47940,5.4,7.1,0.352,59,51.9,2.7,4.4,33.9,7.1,0
60040119,L'Estagnol,6004,Antibes,62.1,11.6,17790,24670,34540,0.68,12270,16130,19310,22010,27550,31730,37580,48830,4,5.6,0.335,74.3,66.5,2.9,4.9,19.8,5.9,0
60040120,Saint-Jean,6004,Antibes,51.7,23.2,13440,20980,31670,0.87,7320,11460,15440,18250,23980,29400,34440,44960,6.1,8.2,0.377,59.4,52.4,3.1,3.9,32.2,8.4,1
60040121,La Badine,6004,Antibes,63.3,,17400,25440,36940,0.77,11240,15150,18660,22350,28320,33400,40720,51300,4.6,5.9,0.334,56.1,47.9,2.9,5.3,35.4,8.5,0
60040122,Saint-Maymes-Lauvert,6004,Antibes,64.6,14.4,17370,27600,42380,0.91,10490,15250,19820,23660,32400,38030,46650,64290,6.1,11,0.472,57.3,48.3,2.2,6.8,22,20.7,0
60040123,Place de Gaulle,6004,Antibes,53.6,22,14000,21540,30740,0.78,8000,12200,15500,18530,24330,28270,33660,43800,5.5,7.2,0.354,53.6,47.2,3,3.4,38.5,7.9,0
60040124,Ponteil,6004,Antibes,58.9,19.8,15320,24620,38250,0.93,7720,13200,17380,20960,28850,34530,42540,56630,7.3,9.3,0.396,48.5,39.4,2.9,6.2,39.9,11.6,0
60040125,Juan Les Pins-Gallice,6004,Antibes,51.2,30,11310,19460,30190,0.97,5580,9430,12980,15990,23660,28060,33860,43150,7.7,11.3,0.42,49.3,41.8,3.5,4,39.8,10.9,0
60040126,Pont du Lys-Antibes Les Pins,6004,Antibes,52.1,24.8,13020,20110,28930,0.79,6670,11300,14810,17540,23320,26720,31490,41000,6.1,7.9,0.354,63.7,55.7,4.2,3.8,31,5.3,0
60120101,Beausoleil Supérieur,6012,Beausoleil,61.5,20.3,14680,23670,34630,0.84,7630,12940,16460,20440,27940,31950,38410,50890,6.7,8.9,0.4,71.4,65.7,2.5,3.2,23.3,5.3,0
60120102,Tenao Inferieur,6012,Beausoleil,57.5,24.5,13140,20710,30180,0.82,6550,10920,14880,17740,23850,28000,32850,42340,6.5,8.2,0.366,71.5,67.8,2.6,1.1,23.3,5.2,0
60120103,Moneghetti Ouest,6012,Beausoleil,61.1,17.2,15400,22050,29500,0.64,9510,13930,16700,19450,24800,28050,32290,38820,4.1,5.4,0.306,78.6,75.1,2,1.5,18.9,2.5,0
60120104,Moneghetti Est,6012,Beausoleil,64.5,15.9,15850,22580,32840,0.75,9960,14480,17120,19860,25850,29760,35680,45340,4.6,6.4,0.355,76.7,72.6,2.1,2,19.4,3.9,0
60120105,Centre,6012,Beausoleil,58.9,24.8,13010,20950,30390,0.83,7270,11140,14760,17550,24440,28180,33160,43520,6,8.6,0.383,73.9,68.9,2.1,2.9,21,5.1,0
60270101,Le Centre-Le Haut de Cagnes,6027,Cagnes-sur-Mer,46.4,30.8,11160,18650,27000,0.85,5910,9540,12780,15850,21880,25140,29550,36900,6.2,7.7,0.35,62.7,56,3.4,3.3,33.4,3.9,0
60270102,La Gare,6027,Cagnes-sur-Mer,44.9,29.3,11710,18190,25470,0.76,6320,10290,13200,15730,20980,23950,27790,33810,5.4,6.6,0.328,75.9,67.3,4.9,3.7,22.2,1.9,0
60270103,L'Hubac,6027,Cagnes-sur-Mer,55.8,18.5,15380,22380,32830,0.78,8730,13480,16880,20050,25730,30070,36150,45560,5.2,7,0.35,63.1,56,2.6,4.5,29.3,7.6,0
60270104,Saint-Jean,6027,Cagnes-sur-Mer,63.9,13.3,17340,26420,38160,0.79,10860,15860,18780,22180,30020,34790,41010,53810,5,6.2,0.344,68.9,58.9,2.9,7.1,22.9,8.2,0
60270105,Saint-Véran,6027,Cagnes-sur-Mer,65,14,17100,25320,36780,0.78,10190,15250,18730,22060,29130,34210,40470,51990,5.1,6.4,0.342,63.1,52.7,2.9,7.5,30.7,6.2,0
60270107,Juin-Kennedy,6027,Cagnes-sur-Mer,52.4,20.9,14630,21010,28610,0.67,7440,12710,15820,18550,23380,26400,31250,38140,5.1,6.3,0.319,48.9,42,3.1,3.8,46.2,4.9,0
60270108,Le Cros de Cagnes,6027,Cagnes-sur-Mer,52.7,19.5,14780,21720,29730,0.69,8750,13230,16410,19360,24250,27370,32920,41350,4.7,6.2,0.329,45,39.2,2.5,3.3,48.7,6.3,0
60270109,Les Vespins,6027,Cagnes-sur-Mer,61.3,12.9,17690,24610,33670,0.65,11220,15930,19110,21840,27620,31350,36830,47260,4.2,5.4,0.312,48.2,42.3,2.5,3.4,43.4,8.4,0
60270110,Bréguières Sud,6027,Cagnes-sur-Mer,60.7,12.9,17350,24590,33350,0.65,11780,15700,18870,21590,27850,31780,36140,47480,4,5.1,0.307,58.5,51.9,2.8,3.8,33.4,8.1,0
60270111,Bréguières Nord,6027,Cagnes-sur-Mer,62.9,15.4,16600,25650,36810,0.79,10570,14990,18800,21780,29110,33360,39600,49930,4.7,5.9,0.325,65.9,57.8,2.2,5.9,27.9,6.2,0
60270112,Le Nord-Est,6027,Cagnes-sur-Mer,66.3,10.1,19450,27160,37060,0.65,12820,17370,21050,24390,30960,34780,40490,52990,4.1,5.7,0.337,66.5,57.9,2.7,5.9,21,12.5,0
60270113,Les Gros Buaux,6027,Cagnes-sur-Mer,63.3,12.6,18120,25210,34450,0.65,11240,16280,19540,22190,28200,32090,37730,46320,4.1,5.7,0.329,65.2,57,2.5,5.7,28.2,6.6,0
60270114,Les Colettes,6027,Cagnes-sur-Mer,57.3,17,15930,23480,33160,0.73,9380,14120,17340,20130,26760,30940,35750,46990,5,6.5,0.347,62,54.6,2.9,4.5,30.5,7.5,0
60270115,Le Nord-Ouest,6027,Cagnes-sur-Mer,66.4,13.8,18350,27380,40200,0.8,10720,16680,19930,23220,31630,36730,44230,56450,5.3,7,0.36,65.5,55,3.3,7.2,23.4,11.1,0
60270116,Le Village du Cros,6027,Cagnes-sur-Mer,,,14410,21120,29130,0.7,8990,13190,15830,18290,24240,27350,32250,39010,4.3,5.4,0.313,46.5,39.9,3.1,3.5,46.7,6.8,0
60270117,Rn7,6027,Cagnes-sur-Mer,52.6,22.4,14030,21620,28620,0.67,7690,12150,15360,18560,24120,26780,30630,37350,4.9,5.9,0.306,50.9,45.2,2.9,2.8,44.3,4.8,0
60290101,Moure Rouge,6029,Cannes,59.4,18.7,16140,26410,42530,1,6700,13970,18490,22320,31980,38440,48910,69120,10.3,14.2,0.468,32.9,25.2,2,5.7,44,23.1,0
60290102,La Source,6029,Cannes,54.5,23.1,13780,22150,34060,0.92,6560,11780,15520,19040,26270,30920,38000,49550,7.6,10.3,0.406,34.8,26.2,2.9,5.7,53.4,11.8,0
60290103,La Californie,6029,Cannes,61.9,19.8,15560,27140,45150,1.09,7320,13100,17480,22370,32910,40100,51320,78640,10.7,21.8,0.57,32.1,25.2,1.9,5,36.1,31.8,0
60290104,Montfleury,6029,Cannes,58.3,17.8,15880,24340,36420,0.84,9040,13970,17750,20700,28690,33550,39730,56840,6.3,10.3,0.439,51.2,38.9,2.8,9.5,35.2,13.6,0
60290105,La Peyriere,6029,Cannes,54.4,24,13240,21430,31060,0.83,6920,11100,14730,17920,24050,28570,34270,43900,6.3,9.1,0.388,63.8,55.6,4.4,3.8,27.9,8.3,0
60290106,Terrefial,6029,Cannes,66.4,18.9,16080,27220,48090,1.18,7170,13610,17580,22570,33660,42140,53690,80890,11.3,23.7,0.597,37.4,28.1,2,7.3,29.3,33.3,0
60290107,Camp Long,6029,Cannes,50.9,27.3,12290,20440,30830,0.91,7010,10680,13790,17180,24240,28540,34600,45230,6.5,8.4,0.386,56,46.4,3.6,6,36.2,7.8,0
60290108,Carnot,6029,Cannes,40,35.6,9790,16980,24760,0.88,4290,8580,11210,13990,19150,22670,27580,35640,8.3,10.2,0.387,64.3,53.9,5.1,5.3,31.5,4.2,0
60290109,Saint-Nicolas,6029,Cannes,45.1,34,10010,17550,28290,1.04,5290,8500,11510,14830,20860,25090,31830,41330,7.8,11.3,0.426,60,49.6,5,5.4,29.6,10.4,0
60290110,Gare,6029,Cannes,48.8,28.2,11810,19250,32920,1.1,5160,10070,13510,16200,23340,29890,38840,56070,10.9,15.3,0.471,41.7,34.9,2.8,4,40.5,17.8,0
60290111,Croisette-Palm-Beach,6029,Cannes,50.9,26.8,12190,22250,38600,1.19,4530,9920,14290,18060,28480,34570,43670,59990,13.3,22.1,0.544,29.1,25,1.5,2.6,42.4,28.5,0
60290112,Petit Juas,6029,Cannes,52.4,26.8,12420,20860,31110,0.9,6490,10820,14250,17670,24290,28230,35010,49860,7.7,11.1,0.431,54.5,41.8,3.5,9.2,36,9.5,0
60290113,Vallergues,6029,Cannes,56.1,19.5,15010,23700,34010,0.8,8580,13100,17100,20630,26720,30930,37090,49930,5.8,7.9,0.374,55.5,45.8,3.4,6.3,35.2,9.3,0
60290114,Broussailles,6029,Cannes,54.7,23.1,13700,21700,31140,0.8,7020,11770,15460,18330,24870,28530,35040,46750,6.7,8.6,0.386,62.7,53.7,3,6,29.6,7.7,0
60290115,Tassigny,6029,Cannes,53.5,22.5,13850,21940,31250,0.79,7440,12170,15150,18940,25390,29090,34870,44560,6,7.8,0.367,59.7,47.8,5.3,6.6,30.6,9.7,0
60290116,Stanislas,6029,Cannes,43.8,31.1,10830,18660,29780,1.02,5430,9250,12440,15590,22060,27160,33540,49040,9,13.1,0.454,49.7,40.3,4.3,5.1,36,14.3,0
60290117,Le Vieux Port-Les Iles,6029,Cannes,,,10650,19050,30440,1.04,4290,8660,12280,15850,22450,27470,35790,51730,12.1,17.5,0.485,46.3,37.1,3.6,5.6,36.6,17.1,0
60290118,Le Grand Jas,6029,Cannes,38,35.5,9960,16810,23410,0.8,4210,8810,11570,14240,19180,22080,25760,32520,7.7,8.8,0.363,64.5,57.5,4.4,2.6,30,5.5,0
60290119,Le Riou,6029,Cannes,48.5,26.6,12380,19840,30790,0.93,6280,10710,14190,17520,23480,28400,35200,49050,7.8,11.3,0.438,52.2,43.8,3.3,5.1,35.1,12.7,0
60290120,Croix des Gardes,6029,Cannes,61.9,14.7,16940,24900,34620,0.71,10690,15300,18330,21380,27820,31820,38500,50020,4.7,7,0.37,72.1,61.2,3.6,7.3,20.9,7,0
60290121,Pierre Longue,6029,Cannes,65,16.9,16970,27480,43780,0.98,8820,14590,19350,23320,32550,38680,49770,66740,7.6,12.3,0.462,39.6,31.1,2,6.5,40.8,19.6,0
60290122,Font de Veyre,6029,Cannes,57.5,18.9,15570,23610,36770,0.9,9030,13400,17090,19780,27930,33210,39890,53880,6,9.3,0.417,56,46.8,2.9,6.3,32.4,11.6,0
60290123,Saint-Joseph,6029,Cannes,46,26.8,12320,19180,26830,0.76,6960,10940,14040,16500,21790,24940,28920,35240,5.1,6.4,0.325,62.5,55.1,4.4,3,32.9,4.6,0
60290125,Bocca Centre,6029,Cannes,41,34.9,10020,17170,24740,0.86,4000,8820,11540,14380,19710,22500,26370,32380,8.1,9.5,0.355,57,49.7,4.7,2.6,38.9,4.1,0
60290126,Les Mûriers,6029,Cannes,47.9,24.4,13120,19270,26380,0.69,8250,11530,14250,16900,21900,24750,28350,34200,4.1,5,0.29,62.3,56.6,3.9,1.8,34.5,3.2,0
60290127,Le Plan,6029,Cannes,35.2,39.7,9390,14920,21800,0.83,4340,7550,10910,13100,17210,20160,23820,29320,6.8,8.3,0.34,67.5,61.3,4.9,1.3,30.2,2.3,0
60290128,Colline des Puits,6029,Cannes,26.7,51.5,7280,12800,18860,0.91,2770,6100,8570,10400,15130,17740,20950,26360,9.5,10.3,0.367,72.8,62.9,8,1.9,26.2,1,0
60290130,Ranguin,6029,Cannes,37.8,37.4,10140,15960,23320,0.83,5820,8750,11350,13480,18460,21520,25020,30330,5.2,7,0.329,74.8,68.3,5.3,1.2,24.1,1.1,0
60290131,Le Grand Saule,6029,Cannes,38.1,37.2,9740,15750,23000,0.84,4340,8180,11010,13490,18400,21110,25180,33030,7.6,9.5,0.374,69.6,62,5.7,1.9,26.7,3.7,0
60290132,Pont d'Avril-L'abadie,6029,Cannes,49.2,31.5,11150,18210,25830,0.81,6240,10020,12610,15490,20840,24070,27850,35790,5.7,7.3,0.345,82.6,73.2,5.4,4,15,2.4,1
60300101,Garibondy,6030,Le Cannet,,,11310,18310,24420,0.72,5590,10020,13050,16000,20740,23420,26360,32040,5.7,6.6,0.312,69.2,61.9,4.5,2.8,28.8,2,0
